DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
986,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River near Anoka,2015-10-21,2015,River,Mississippi River,DIC,-7.8,0.2,permil,,,,,,0.8909,0.0081,fraction modern,-116,4.0,permil,928,73,8.48,45.10538,-93.27936,USA,N,1.0235,0.8704,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO6",,11.9,A,A,50080,50080,large,50163.4,305.814,71,381,9,48,696,80,24,37,47,28,4,2,0,0,14,40,45,49,7,1447,2,89,263,69,749,82,13,59,37,1,0,0,0,0,19,33,48,48,100,235,77,428,57,4,7,6,3624
987,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River near Anoka,2016-02-02,2016,River,Mississippi River,DIC,-8.3,0.2,permil,,,,,,0.8886,0.0081,fraction modern,-118,4.0,permil,949,73,7.93,45.10538,-93.27936,USA,N,1.0190,0.8720,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO7",,-1.1,A,A,50080,50080,large,50163.4,305.814,71,381,9,48,696,80,24,37,47,28,4,2,0,0,14,40,45,49,7,1447,2,89,263,69,749,82,13,59,37,1,0,0,0,0,19,33,48,48,100,235,77,428,57,4,7,6,4534
988,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Minnesota River at Fort Snelling,2015-04-29,2015,River,Minnesota River,DIC,-8.1,0.2,permil,,,,,,0.8928,0.0081,fraction modern,-114,4.0,permil,911,73,8.16,44.88543,-93.17328,USA,N,1.0235,0.8723,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO10",,11.7,A,A,44000,44000,large,43809.3,203.287,21,352,6,65,658,71,20,34,12,76,4,1,0,0,20,46,35,34,14,3451,2,83,238,73,735,80,4,39,64,6,1,0,0,0,21,35,44,33,0,747,48,403,121,4,7,5,5073
989,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Minnesota River at Fort Snelling,2015-10-21,2015,River,Minnesota River,DIC,-8.3,0.2,permil,,,,,,0.8750,0.0081,fraction modern,-132,4.0,permil,1073,74,8.11,44.88543,-93.17328,USA,N,1.0235,0.8549,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO12",,9.3,A,A,44000,44000,large,43809.3,203.287,21,352,6,65,658,71,20,34,12,76,4,1,0,0,20,46,35,34,14,3451,2,83,238,73,735,80,4,39,64,6,1,0,0,0,21,35,44,33,0,747,48,403,121,4,7,5,6066
990,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Minnesota River at Fort Snelling,2016-02-02,2016,River,Minnesota River,DIC,-9.1,0.2,permil,,,,,,0.8980,0.0081,fraction modern,-109,4.0,permil,864,72,7.81,44.88543,-93.17328,USA,N,1.0190,0.8813,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO13",,-1.5,A,A,44000,44000,large,43809.3,203.287,21,352,6,65,658,71,20,34,12,76,4,1,0,0,20,46,35,34,14,3451,2,83,238,73,735,80,4,39,64,6,1,0,0,0,21,35,44,33,0,747,48,403,121,4,7,5,7742
991,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,St. Croix River at Prescott,2015-04-30,2015,River,St. Croix River,DIC,-9.7,0.2,permil,,,,,,0.8617,0.0081,fraction modern,-145,4.0,permil,1196,75,8.03,44.75522,-92.80815,USA,N,1.0235,0.8419,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO16",,-1.5,A,A,19790,19790,large,19934.4,156.632,26,333,13,51,765,86,21,37,76,17,4,0,0,0,13,40,48,50,22,848,1,87,255,72,765,82,22,0,18,62,7,2,0,0,22,37,41,43,100,2837,0,243,200,8,7,6,1997
992,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,St. Croix River at Prescott,2015-07-17,2015,River,St. Croix River,DIC,-11.2,0.2,permil,,,,,,0.8730,0.0081,fraction modern,-134,4.0,permil,1091,74,8.17,44.75522,-92.80815,USA,N,1.0235,0.8530,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO17",,13.8,A,A,19790,19790,large,19934.4,156.632,26,333,13,51,765,86,21,37,76,17,4,0,0,0,13,40,48,50,22,848,1,87,255,72,765,82,22,0,18,62,7,2,0,0,22,37,41,43,100,2837,0,243,200,8,7,6,3034
993,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,St. Croix River at Prescott,2015-10-20,2015,River,St. Croix River,DIC,-11.6,0.2,permil,,,,,,0.8804,0.0081,fraction modern,-127,4.0,permil,1023,74,7.44,44.75522,-92.80815,USA,N,1.0235,0.8602,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO18",,-0.9,A,A,19790,19790,large,19934.4,156.632,26,333,13,51,765,86,21,37,76,17,4,0,0,0,13,40,48,50,22,848,1,87,255,72,765,82,22,0,18,62,7,2,0,0,22,37,41,43,100,2837,0,243,200,8,7,6,2331
994,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,St. Croix River at Prescott,2016-02-03,2016,River,St. Croix River,DIC,-10.5,0.2,permil,,,,,,0.8414,0.0081,fraction modern,-165,4.0,permil,1387,77,7.82,44.75522,-92.80815,USA,N,1.0190,0.8257,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO19",,10.4,A,A,19790,19790,large,19934.4,156.632,26,333,13,51,765,86,21,37,76,17,4,0,0,0,13,40,48,50,22,848,1,87,255,72,765,82,22,0,18,62,7,2,0,0,22,37,41,43,100,2837,0,243,200,8,7,6,2449
995,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Chippewa River at Durand,2015-04-25,2015,River,Chippewa River,DIC,-10.5,0.2,permil,,,,,,0.9310,0.0081,fraction modern,-76,4.0,permil,574,70,7.74,44.631,-91.97133,USA,N,1.0235,0.9096,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO22",,8.6,A,A,23440,23440,large,23197.7,236.198,28,389,15,52,821,93,23,28,69,18,4,1,0,0,13,40,47,49,3,941,1,68,255,70,803,84,13,34,61,24,3,1,0,0,17,43,41,32,44,2058,0,315,173,4,7,5,1338
996,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Chippewa River at Durand,2015-07-16,2015,River,Chippewa River,DIC,-12.4,0.2,permil,,,,,,0.9430,0.0081,fraction modern,-64,4.0,permil,472,69,7.57,44.631,-91.97133,USA,N,1.0235,0.9214,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO23",,23,A,A,23440,23440,large,23197.7,236.198,28,389,15,52,821,93,23,28,69,18,4,1,0,0,13,40,47,49,3,941,1,68,255,70,803,84,13,34,61,24,3,1,0,0,17,43,41,32,44,2058,0,315,173,4,7,5,1711
997,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Chippewa River at Durand,2015-10-19,2015,River,Chippewa River,DIC,-10.5,0.2,permil,,,,,,0.9213,0.0081,fraction modern,-86,4.0,permil,658,71,7.72,44.631,-91.97133,USA,N,1.0235,0.9002,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO24",,8.6,A,A,23440,23440,large,23197.7,236.198,28,389,15,52,821,93,23,28,69,18,4,1,0,0,13,40,47,49,3,941,1,68,255,70,803,84,13,34,61,24,3,1,0,0,17,43,41,32,44,2058,0,315,173,4,7,5,1514
998,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Chippewa River at Durand,2016-02-04,2016,River,Chippewa River,DIC,-12.7,0.2,permil,,,,,,0.8819,0.0081,fraction modern,-125,4.0,permil,1009,74,7.56,44.631,-91.97133,USA,N,1.0190,0.8654,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO25",,-1.6,A,A,23440,23440,large,23197.7,236.198,28,389,15,52,821,93,23,28,69,18,4,1,0,0,13,40,47,49,3,941,1,68,255,70,803,84,13,34,61,24,3,1,0,0,17,43,41,32,44,2058,0,315,173,4,7,5,1701
999,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River below Lock and Dam 3,2015-07-17,2015,River,Mississippi River,DIC,-9.4,0.2,permil,,,,,,0.9177,0.0081,fraction modern,-90,4.0,permil,690,71,8.20,44.60306,-92.56837,USA,N,1.0235,0.8966,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO26",,25.1,A,A,116280,116280,large,116894.3,632.694,44,359,9,55,695,78,22,36,38,44,4,2,0,0,16,41,41,43,14,2110,3,92,210,72,764,80,17,0,63,35,13,0,0,0,19,44,37,48,100,667,0,273,50,4,7,6,4197
1000,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River below Lock and Dam 3,2015-10-20,2015,River,Mississippi River,DIC,-8.9,0.2,permil,,,,,,0.9109,0.0081,fraction modern,-96,4.0,permil,749,71,7.98,44.60306,-92.56837,USA,N,1.0235,0.8900,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO27",,11.4,A,A,116280,116280,large,116894.3,632.694,44,359,9,55,695,78,22,36,38,44,4,2,0,0,16,41,41,43,14,2110,3,92,210,72,764,80,17,0,63,35,13,0,0,0,19,44,37,48,100,667,0,273,50,4,7,6,3405
1001,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River below Lock and Dam 3,2016-02-03,2016,River,Mississippi River,DIC,-11.9,0.2,permil,,,,,,0.7913,0.0081,fraction modern,-215,4.0,permil,1880,82,8.29,44.60306,-92.56837,USA,N,1.0190,0.7765,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO28",,1.6,A,A,116280,116280,large,116894.3,632.694,44,359,9,55,695,78,22,36,38,44,4,2,0,0,16,41,41,43,14,2110,3,92,210,72,764,80,17,0,63,35,13,0,0,0,19,44,37,48,100,667,0,273,50,4,7,6,6283
1002,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River at Wabasha,2015-04-28,2015,River,Mississippi River,DIC,-7.3,0.2,permil,,,,,,0.9580,0.0081,fraction modern,-50,4.0,permil,345,68,8.66,44.38772,-92.03616,USA,N,1.0235,0.9360,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO31",,11,A,A,147370,147370,large,146823.8,916.199,40,362,10,55,719,80,22,33,42,41,4,2,0,0,16,41,41,43,15,2038,2,90,217,72,814,86,17,21,10,30,6,0,0,0,18,42,40,45,49,2064,0,228,65,4,7,6,3051
1003,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River at Wabasha,2015-07-16,2015,River,Mississippi River,DIC,-10.3,0.2,permil,,,,,,0.9114,0.0081,fraction modern,-95,4.0,permil,745,71,8.25,44.38772,-92.03616,USA,N,1.0235,0.8905,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO32",,24.1,A,A,147370,147370,large,146823.8,916.199,40,362,10,55,719,80,22,33,42,41,4,2,0,0,16,41,41,43,15,2038,2,90,217,72,814,86,17,21,10,30,6,0,0,0,18,42,40,45,49,2064,0,228,65,4,7,6,3225
1004,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River at Wabasha,2015-10-19,2015,River,Mississippi River,DIC,-9.3,0.2,permil,,,,,,0.9114,0.0081,fraction modern,-96,4.0,permil,745,71,8.14,44.38772,-92.03616,USA,N,1.0235,0.8905,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO33",,10.4,A,A,147370,147370,large,146823.8,916.199,40,362,10,55,719,80,22,33,42,41,4,2,0,0,16,41,41,43,15,2038,2,90,217,72,814,86,17,21,10,30,6,0,0,0,18,42,40,45,49,2064,0,228,65,4,7,6,3224
1005,"Voss, B. M., Wickland, K. P., Aiken, G. R., and Striegl, R. G. (2017). Biological and land use controls on the isotopic composition of aquatic carbon in the Upper Mississippi River Basin. Global Biogeochemical Cycles, 31: 1271-1288. ",https://doi.org/10.1002/2017GB005699,Mississippi River at Wabasha,2016-02-04,2016,River,Mississippi River,DIC,-9.7,0.2,permil,,,,,,0.8872,0.0081,fraction modern,-120,4.0,permil,962,73,7.83,44.38772,-92.03616,USA,N,1.0190,0.8706,River,"DIC was collected in exetainer vials, DIC was converted to CO2 and measured as headspace CO34",,-1,A,A,147370,147370,large,146823.8,916.199,40,362,10,55,719,80,22,33,42,41,4,2,0,0,16,41,41,43,15,2038,2,90,217,72,814,86,17,21,10,30,6,0,0,0,18,42,40,45,49,2064,0,228,65,4,7,6,4927
1006,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Fraser at Fitzwilliam ,2009-08-03,2009,River,Fraser River,DIC,-4.3,0.05,permil,,,,OS,79353,0.8960,0.0081,fraction modern,-110,4.0,permil,882,69,7.99,52.8526,-118.6063,Canada,N,1.0508,0.8527,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,1710,1710,large,787.2,14.102,4,1921,202,-12,687,127,58,0,29,0,0,0,3,21,15,40,42,81,100,6069,0,11,1511,6,671,109,43,0,68,0,0,0,0,7,15,40,45,96,100,742,0,70,504,5,5,5,506
1007,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Fraser at Stoner,2009-08-08,2009,River,Fraser River,DIC,-6.7,0.05,permil,,,,OS,79356,0.8606,0.0081,fraction modern,-146,4.0,permil,1206,72,8.04,53.6384,-122.6652,Canada,N,1.0508,0.8191,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,,40000,large,181.9,2.824,0,1045,76,20,707,103,47,0,94,0,1,0,0,0,13,40,47,87,0,80,0,7,739,35,631,84,43,0,87,2,6,0,0,0,15,43,42,81,0,54,0,80,239,5,5,10,981
1008,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Fraser at Fort Langley,2009-07-30,2009,River,Fraser River,DIC,-6.3,0.05,permil,,,,OS,79351,0.8876,0.0081,fraction modern,-119,4.0,permil,958,75,,49.1801,-122.5672,Canada,N,1.0508,0.8447,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,,230000,large,228668.2,3429.621,33,1196,108,21,630,96,46,0,72,1,2,0,1,3,13,38,47,86,8,1206,0,15,17,97,1519,191,17,0,0,15,7,0,0,0,15,39,46,60,0,238,58,416,72,5,5,5,824
1009,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Fraser at Vancouver shallow,2009-07-28,2009,River,Fraser River,DIC,-6.5,0.05,permil,,,,OS,79349,0.8816,0.0081,fraction modern,-125,4.0,permil,1013,73,7.82,49.2145,-122.7829,Canada,N,1.0508,0.8390,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,232000,232000,large,230674.9,3566.136,33,1193,109,22,637,97,46,0,72,1,2,0,1,3,13,38,47,87,7,1223,0,15,52,97,1424,184,14,0,0,3,1,2,0,0,16,39,45,51,0,283,84,424,237,5,5,5,660
1010,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Fraser at Vancouver deep,2009-07-28,2009,River,Fraser River,DIC,-6.6,0.05,permil,,,,OS,79350,0.8771,0.0081,fraction modern,-129,4.0,permil,1053,74,,49.2145,-122.7829,Canada,N,1.0508,0.8348,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,,232000,large,230674.9,3566.136,33,1193,109,22,637,97,46,0,72,1,2,0,1,3,13,38,47,87,7,1223,0,15,52,97,1424,184,14,0,0,3,1,2,0,0,16,39,45,51,0,283,84,424,237,5,5,5,672
1011,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Robson River,2009-08-03,2009,River,Robson River,DIC,-4.6,0.05,permil,,,,OS,79354,0.7108,0.0081,fraction modern,-294,4.0,permil,2743,74,8.22,53.0506,-119.2138,Canada,N,1.0508,0.6764,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,,30,large,19.3,0.346,0,2029,270,-16,756,150,62,0,0,0,0,0,7,27,15,41,41,67,100,7792,0,3,2029,-16,756,150,62,0,0,0,0,0,7,27,16,42,42,67,100,7792,0,3,556,5,5,5,1211
1012,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Nechako River,2009-08-06,2009,River,Nechako River,DIC,-6.4,0.05,permil,,,,OS,79355,1.0033,0.0081,fraction modern,-4,4.0,permil,modern,,7.98,53.9265,-122.7379,Canada,N,1.0508,0.9549,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,42700,42700,large,46884.7,350.85,75,995,57,16,553,87,47,0,80,0,0,0,0,1,13,37,49,94,5,423,0,8,674,36,618,82,41,0,64,2,12,0,0,0,18,45,37,75,0,92,25,326,212,5,5,10,737
1013,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Blackwater River,2009-08-08,2009,River,Blackwater River,DIC,-8.7,0.05,permil,,,,OS,79357,0.9504,0.0081,fraction modern,-56,4.0,permil,409,65,,53.2891,-123.138,Canada,N,1.0508,0.9045,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,12400,12400,large,11864.9,46.247,16,1173,43,9,450,64,44,0,87,0,0,0,0,1,14,38,48,88,0,155,0,0,775,31,520,68,41,0,98,0,0,0,0,0,17,42,41,74,0,64,0,0,382,5,5,10,1631
1014,"Voss, B. M., Eglinton, T. I, Peucker-Ehrenbrink, B., Galy, V., Lang, S. Q., McLntyre, C., Spencer, R. G. M., Bulygina, E., Wang, Z. A., and Guay, K.A. (2022). Isotopic evidence for sources of dissolved carbon and the role of organic matter respiration in the Fraser River basin, Canada. Biogeochemistry.",https://doi.org/10.1007/s10533-022-00945-5,Quesnel River,2009-08-09,2009,River,Quesnel River,DIC,-4.7,0.05,permil,,,,OS,79358,0.8708,0.0081,fraction modern,-135,4.0,permil,1111,68,8.19,52.9725,-122.4935,Canada,N,1.0508,0.8287,River,"Water pumped inline through 0.45um filter, poisioned with HgCl2, sample sparged  and CO2 converted to graphite. ",,,A,A,11500,11500,large,11922.2,189.345,48,1260,127,20,834,131,49,0,67,0,3,0,1,3,11,37,51,94,7,1659,0,10,694,41,580,76,41,0,75,0,0,1,0,0,16,41,43,68,0,85,0,122,347,5,5,12,983
